-500 31.6693 7211.91
-499.9 31.6693 7211.91
-499.8 31.6693 7211.91
-499.7 31.6693 7211.91
-499.6 31.6693 7211.91
-499.5 31.6693 7211.91
-499.4 31.6693 7211.91
-499.3 31.6693 7211.91
-499.2 31.6693 7211.91
-499.1 31.6693 7211.91
-499 31.6693 7211.91
-498.9 31.6693 7211.91
-498.8 31.6693 7211.91
-498.7 31.6693 7211.91
-498.6 31.6693 7211.91
-498.5 31.6693 7211.91
-498.4 31.6693 7211.91
-498.3 31.6693 7211.91
-498.2 31.6693 7211.91
-498.1 31.6693 7211.91
-498 31.6693 7211.91
-497.9 31.6693 7211.91
-497.8 31.6693 7211.91
-497.7 31.6693 7211.91
-497.6 31.6693 7211.91
-497.5 31.6693 7211.91
-497.4 31.6693 7211.91
-497.3 31.6693 7211.91
-497.2 31.6693 7211.91
-497.1 31.6693 7211.91
-497 31.6693 7211.91
-496.9 31.6693 7211.91
-496.8 31.6693 7211.91
-496.7 31.6693 7211.91
-496.6 31.6693 7211.91
-496.5 31.6693 7211.91
-496.4 31.6693 7211.91
-496.3 31.6693 7211.91
-496.2 31.6693 7211.91
-496.1 31.6693 7211.91
-496 31.6693 7211.91
-495.9 31.6693 7211.91
-495.8 31.6693 7211.91
-495.7 31.6693 7211.91
-495.6 31.6693 7211.91
-495.5 31.6693 7211.91
-495.4 31.6693 7211.91
-495.3 31.6693 7211.91
-495.2 31.6693 7211.91
-495.1 31.6693 7211.91
-495 31.6693 7211.91
-494.9 31.6693 7211.91
-494.8 31.6693 7211.91
-494.7 31.6693 7211.91
-494.6 31.6693 7211.91
-494.5 31.6693 7211.91
-494.4 31.6693 7211.91
-494.3 31.6693 7211.91
-494.2 31.6693 7211.91
-494.1 31.6693 7211.91
-494 31.6693 7211.91
-493.9 31.6693 7211.91
-493.8 31.6693 7211.91
-493.7 31.6693 7211.91
-493.6 31.6693 7211.91
-493.5 31.6693 7211.91
-493.4 31.6693 7211.91
-493.3 31.6693 7211.91
-493.2 31.6693 7211.91
-493.1 31.6693 7211.91
-493 31.6693 7211.91
-492.9 31.6693 7211.91
-492.8 31.6693 7211.91
-492.7 31.6693 7211.91
-492.6 31.6693 7211.91
-492.5 31.6693 7211.91
-492.4 31.6693 7211.91
-492.3 31.6693 7211.91
-492.2 31.6693 7211.91
-492.1 31.6693 7211.91
-492 31.6693 7211.91
-491.9 31.6693 7211.91
-491.8 31.6693 7211.91
-491.7 31.6693 7211.91
-491.6 31.6693 7211.91
-491.5 31.6693 7211.91
-491.4 31.6693 7211.91
-491.3 31.6693 7211.91
-491.2 31.6693 7211.91
-491.1 31.6693 7211.91
-491 31.6693 7211.91
-490.9 31.6693 7211.91
-490.8 31.6693 7211.91
-490.7 31.6693 7211.91
-490.6 31.6693 7211.91
-490.5 31.6693 7211.91
-490.4 31.6693 7211.91
-490.3 31.6693 7211.91
-490.2 31.6693 7211.91
-490.1 31.6693 7211.91
-490 31.6693 7211.91
-489.9 31.6693 7211.91
-489.8 31.6693 7211.91
-489.7 31.6693 7211.91
-489.6 31.6693 7211.91
-489.5 31.6693 7211.91
-489.4 31.6693 7211.91
-489.3 31.6693 7211.91
-489.2 31.6693 7211.91
-489.1 31.6693 7211.91
-489 31.6693 7211.91
-488.9 31.6693 7211.91
-488.8 31.6693 7211.91
-488.7 31.6693 7211.91
-488.6 31.6693 7211.91
-488.5 31.6693 7211.91
-488.4 31.6693 7211.91
-488.3 31.6693 7211.91
-488.2 31.6693 7211.91
-488.1 31.6693 7211.91
-488 31.6693 7211.91
-487.9 31.6693 7211.91
-487.8 31.6693 7211.91
-487.7 31.6693 7211.91
-487.6 31.6693 7211.91
-487.5 31.6693 7211.91
-487.4 31.6693 7211.91
-487.3 31.6693 7211.91
-487.2 31.6693 7211.91
-487.1 31.6693 7211.91
-487 31.6693 7211.91
-486.9 31.6693 7211.91
-486.8 31.6693 7211.91
-486.7 31.6693 7211.91
-486.6 31.6693 7211.91
-486.5 31.6693 7211.91
-486.4 31.6693 7211.91
-486.3 31.6693 7211.91
-486.2 31.6693 7211.91
-486.1 31.6693 7211.91
-486 31.6693 7211.91
-485.9 31.6693 7211.91
